Title,Sanskrit,English-Sanskrit,Synonyms,Translation
11.16,अनेकबाहूदरवक्‍त्रनेत्रं\nपश्यामि त्वां सर्वतोऽनन्तरूपम् ।\nनान्तं न मध्यं न पुनस्तवादिं\nपश्यामि विश्वेश्वर विश्वरूप ॥ १६ ॥,aneka-bāhūdara-vaktra-netraṁ\npaśyāmi tvāṁ sarvato ’nanta-rūpam\nnāntaṁ na madhyaṁ na punas tavādiṁ\npaśyāmi viśveśvara viśva-rūpa\n\n,aneka — many; bāhu — arms; udara — bellies; vaktra — mouths; netram — eyes; paśyāmi — I see; tvām — You; sarvataḥ — on all sides; ananta-rūpam — unlimited form; na antam — no end; na madhyam — no middle; na punaḥ — nor again; tava — Your; ādim — beginning; paśyāmi — I see; viśva-īśvara — O Lord of the universe; viśva-rūpa — in the form of the universe.,"O Lord of the universe, O universal form, I see in Your body many, many arms, bellies, mouths and eyes, expanded everywhere, without limit. I see in You no end, no middle and no beginning."
11.17,किरीटिनं गदिनं चक्रिणं च\nतेजोराशिं सर्वतो दीप्‍तिमन्तम् ।\nपश्यामि त्वां दुर्निरीक्ष्यं समन्ता-\nद्दीप्‍तानलार्कद्युतिमप्रमेयम् ॥ १७ ॥,kirīṭinaṁ gadinaṁ cakriṇaṁ ca\ntejo-rāśiṁ sarvato dīptimantam\npaśyāmi tvāṁ durnirīkṣyaṁ samantād\ndīptānalārka-dyutim aprameyam\n\n,kirīṭinam — with helmets; gadinam — with maces; cakriṇam — with discs; ca — and; tejaḥ-rāśim — effulgence; sarvataḥ — on all sides; dīpti-mantam — glowing; paśyāmi — I see; tvām — You; durnirīkṣyam — difficult to see; samantāt — everywhere; dīpta-anala — blazing fire; arka — of the sun; dyutim — the sunshine; aprameyam — immeasurable.,"Your form is difficult to see because of its glaring effulgence, spreading on all sides, like blazing fire or the immeasurable radiance of the sun. Yet I see this glowing form everywhere, adorned with various crowns, clubs and discs."
11.18,त्वमक्षरं परमं वेदितव्यं\nत्वमस्य विश्वस्य परं निधानम् ।\nत्वमव्यय: शाश्वतधर्मगोप्‍ता\nसनातनस्त्वं पुरुषो मतो मे ॥ १८ ॥,tvam akṣaraṁ paramaṁ veditavyaṁ\ntvam asya viśvasya paraṁ nidhānam\ntvam avyayaḥ śāśvata-dharma-goptā\nsanātanas tvaṁ puruṣo mato me\n\n,tvam — You; akṣaram — the infallible; paramam — supreme; veditavyam — to be understood; tvam — You; asya — of this; viśvasya — universe; param — supreme; nidhānam — basis; tvam — You; avyayaḥ — inexhaustible; śāśvata-dharma-goptā — maintainer of the eternal religion; sanātanaḥ — eternal; tvam — You; puruṣaḥ — the Supreme Personality; mataḥ me — this is my opinion.,"You are the supreme primal objective. You are the ultimate resting place of all this universe. You are inexhaustible, and You are the oldest. You are the maintainer of the eternal religion, the Personality of Godhead. This is my opinion."
11.19,अनादिमध्यान्तमनन्तवीर्य-\nमनन्तबाहुं शशिसूर्यनेत्रम् ।\nपश्यामि त्वां दीप्‍तहुताशवक्‍त्रं\nस्वतेजसा विश्वमिदं तपन्तम् ॥ १९ ॥,anādi-madhyāntam ananta-vīryam\nananta-bāhuṁ śaśi-sūrya-netram\npaśyāmi tvāṁ dīpta-hutāśa-vaktraṁ\nsva-tejasā viśvam idaṁ tapantam\n\n,anādi — without beginning; madhya — middle; antam — or end; ananta — unlimited; vīryam — glories; ananta — unlimited; bāhum — arms; śaśi — the moon; sūrya — and sun; netram — eyes; paśyāmi — I see; tvām — You; dīpta — blazing; hutāśa-vaktram — fire coming out of Your mouth; sva-tejasā — by Your radiance; viśvam — universe; idam — this; tapantam — heating.,"You are without origin, middle or end. Your glory is unlimited. You have numberless arms, and the sun and moon are Your eyes. I see You with blazing fire coming forth from Your mouth, burning this entire universe by Your own radiance."
11.20,द्यावापृथिव्योरिदमन्तरं हि\nव्याप्‍तं त्वयैकेन दिशश्च सर्वा: ।\nदृष्ट्वाद्‍भुतं रूपमुग्रं तवेदं\nलोकत्रयं प्रव्यथितं महात्मन् ॥ २० ॥,dyāv ā-pṛthivyor idam antaraṁ hi\nvyāptaṁ tvayaikena diśaś ca sarvāḥ\ndṛṣṭvādbhutaṁ rūpam ugraṁ tavedaṁ\nloka-trayaṁ pravyathitaṁ mahātman\n\n,dyau — from outer space; ā-pṛthivyoḥ — to the earth; idam — this; antaram — between; hi — certainly; vyāptam — pervaded; tvayā — by You; ekena — alone; diśaḥ — directions; ca — and; sarvāḥ — all; dṛṣṭvā — by seeing; adbhutam — wonderful; rūpam — form; ugram — terrible; tava — Your; idam — this; loka — the planetary systems; trayam — three; pravyathitam — perturbed; mahā-ātman — O great one.,"Although You are one, You spread throughout the sky and the planets and all space between. O great one, seeing this wondrous and terrible form, all the planetary systems are perturbed."
11.21,अमी हि त्वां सुरसङ्घा विशन्ति\nकेचिद्भ‍ीता: प्राञ्जलयो गृणन्ति ।\nस्वस्तीत्युक्त्वा महर्षिसिद्धसङ्घा:\nस्तुवन्ति त्वां स्तुतिभि: पुष्कलाभि: ॥ २१ ॥,amī hi tvāṁ sura-saṅghā viśanti\nkecid bhītāḥ prāñjalayo gṛṇanti\nsvastīty uktvā maharṣi-siddha-saṅghāḥ\nstuvanti tvāṁ stutibhiḥ puṣkalābhiḥ\n\n,amī — all those; hi — certainly; tvām — You; sura-saṅghāḥ — groups of demigods; viśanti — are entering; kecit — some of them; bhītāḥ — out of fear; prāñjalayaḥ — with folded hands; gṛṇanti — are offering prayers; svasti — all peace; iti — thus; uktvā — speaking; mahā-ṛṣi — great sages; siddha-saṅghāḥ — perfect beings; stuvanti — are singing hymns; tvām — unto You; stutibhiḥ — with prayers; puṣkalābhiḥ — Vedic hymns.,"All the hosts of demigods are surrendering before You and entering into You. Some of them, very much afraid, are offering prayers with folded hands. Hosts of great sages and perfected beings, crying “All peace!” are praying to You by singing the Vedic hymns."
11.22,रुद्रादित्या वसवो ये च साध्या\nविश्वेऽश्विनौ मरुतश्चोष्मपाश्च ।\nगन्धर्वयक्षासुरसिद्धसङ्घा\nवीक्षन्ते त्वां विस्मिताश्चैव सर्वे ॥ २२ ॥,rudrādityā vasavo ye ca sādhyā\nviśve ’śvinau marutaś coṣmapāś ca\ngandharva-yakṣāsura-siddha-saṅghā\nvīkṣante tvāṁ vismitāś caiva sarve\n\n,rudra — manifestations of Lord Śiva; ādityāḥ — the Ādityas; vasavaḥ — the Vasus; ye — all those; ca — and; sādhyāḥ — the Sādhyas; viśve — the Viśvedevas; aśvinau — the Aśvinī-kumāras; marutaḥ — the Maruts; ca — and; uṣma-pāḥ — the forefathers; ca — and; gandharva — of the Gandharvas; yakṣa — the Yakṣas; asura — the demons; siddha — and the perfected demigods; saṅghāḥ — the assemblies; vīkṣante — are beholding; tvām — You; vismitāḥ — in wonder; ca — also; eva — certainly; sarve — all.,"All the various manifestations of Lord Śiva, the Ādityas, the Vasus, the Sādhyas, the Viśvedevas, the two Aśvīs, the Maruts, the forefathers, the Gandharvas, the Yakṣas, the Asuras and the perfected demigods are beholding You in wonder."
11.23,रूपं महत्ते बहुवक्‍त्रनेत्रं\nमहाबाहो बहुबाहूरुपादम् ।\nबहूदरं बहुदंष्ट्राकरालं\nदृष्ट्वा लोका: प्रव्यथितास्तथाहम् ॥ २३ ॥,rūpaṁ mahat te bahu-vaktra-netraṁ\nmahā-bāho bahu-bāhūru-pādam\nbahūdaraṁ bahu-daṁṣṭrā-karālaṁ\ndṛṣṭvā lokāḥ pravyathitās tathāham\n\n,rūpam — the form; mahat — very great; te — of You; bahu — many; vaktra — faces; netram — and eyes; mahā-bāho — O mighty-armed one; bahu — many; bāhu — arms; ūru — thighs; pādam — and legs; bahu-udaram — many bellies; bahu-daṁṣṭrā — many teeth; karālam — horrible; dṛṣṭvā — seeing; lokāḥ — all the planets; pravyathitāḥ — perturbed; tathā — similarly; aham — I.,"O mighty-armed one, all the planets with their demigods are disturbed at seeing Your great form, with its many faces, eyes, arms, thighs, legs and bellies and Your many terrible teeth; and as they are disturbed, so am I."
11.24,नभ:स्पृशं दीप्‍तमनेकवर्णं\nव्यात्ताननं दीप्‍तविशालनेत्रम् ।\nदृष्ट्वा हि त्वां प्रव्यथितान्तरात्मा\nधृतिं न विन्दामि शमं च विष्णो ॥ २४ ॥,nabhaḥ-spṛśaṁ dīptam aneka-varṇaṁ\nvyāttānanaṁ dīpta-viśāla-netram\ndṛṣṭvā hi tvāṁ pravyathitāntar-ātmā\ndhṛtiṁ na vindāmi śamaṁ ca viṣṇo\n\n,nabhaḥ-spṛśam — touching the sky; dīptam — glowing; aneka — many; varṇam — colors; vyātta — open; ānanam — mouths; dīpta — glowing; viśāla — very great; netram — eyes; dṛṣṭvā — seeing; hi — certainly; tvām — You; pravyathita — perturbed; antaḥ — within; ātmā — soul; dhṛtim — steadiness; na — not; vindāmi — I have; śamam — mental tranquillity; ca — also; viṣṇo — O Lord Viṣṇu.,"O all-pervading Viṣṇu, seeing You with Your many radiant colors touching the sky, Your gaping mouths, and Your great glowing eyes, my mind is perturbed by fear. I can no longer maintain my steadiness or equilibrium of mind."
11.25,दंष्ट्राकरालानि च ते मुखानि\nदृष्ट्वैव कालानलसन्निभानि ।\nदिशो न जाने न लभे च शर्म\nप्रसीद देवेश जगन्निवास ॥ २५ ॥,daṁṣṭrā-karālāni ca te mukhāni\ndṛṣṭvaiva kālānala-sannibhāni\ndiśo na jāne na labhe ca śarma\nprasīda deveśa jagan-nivāsa\n\n,daṁṣṭrā — teeth; karālāni — terrible; ca — also; te — Your; mukhāni — faces; dṛṣṭvā — seeing; eva — thus; kāla-anala — the fire of death; sannibhāni — as if; diśaḥ — the directions; na — not; jāne — I know; na — not; labhe — I obtain; ca — and; śarma — grace; prasīda — be pleased; deva-īśa — O Lord of all lords; jagat-nivāsa — O refuge of the worlds.,"O Lord of lords, O refuge of the worlds, please be gracious to me. I cannot keep my balance seeing thus Your blazing deathlike faces and awful teeth. In all directions I am bewildered."
11.26-27,अमी च त्वां धृतराष्ट्रस्य पुत्रा:\nसर्वे सहैवावनिपालसङ्घै: ।\nभीष्मो द्रोण: सूतपुत्रस्तथासौ\nसहास्मदीयैरपि योधमुख्यै: ॥ २६ ॥\nवक्‍त्राणि ते त्वरमाणा विशन्ति\nदंष्ट्राकरालानि भयानकानि ।\nकेचिद्विलग्न‍ा दशनान्तरेषु\nसन्दृश्यन्ते चूर्णितैरुत्तमाङ्गै: ॥ २७ ॥,amī ca tvāṁ dhṛtarāṣṭrasya putrāḥ\nsarve sahaivāvani-pāla-saṅghaiḥ\nbhīṣmo droṇaḥ sūta-putras tathāsau\nsahāsmadīyair api yodha-mukhyaiḥ\n\nvaktrāṇi te tvaramāṇā viśanti\ndaṁṣṭrā-karālāni bhayānakāni\nkecid vilagnā daśanāntareṣu\nsandṛśyante cūrṇitair uttamāṅgaiḥ\n\n,amī — these; ca — also; tvām — You; dhṛtarāṣṭrasya — of Dhṛtarāṣṭra; putrāḥ — the sons; sarve — all; saha — with; eva — indeed; avani-pāla — of warrior kings; saṅghaiḥ — the groups; bhīṣmaḥ — Bhīṣmadeva; droṇaḥ — Droṇācārya; sūta-putraḥ — Karṇa; tathā — also; asau — that; saha — with; asmadīyaiḥ — our; api — also; yodha-mukhyaiḥ — chiefs among the warriors; vaktrāṇi — mouths; te — Your; tvaramāṇāḥ — rushing; viśanti — are entering; daṁṣṭrā — teeth; karālāni — terrible; bhayānakāni — very fearful; kecit — some of them; vilagnāḥ — becoming attached; daśana-antareṣu — between the teeth; sandṛśyante — are seen; cūrṇitaiḥ — with smashed; uttama-aṅgaiḥ — heads.,"All the sons of Dhṛtarāṣṭra, along with their allied kings, and Bhīṣma, Droṇa, Karṇa – and our chief soldiers also – are rushing into Your fearful mouths. And some I see trapped with heads smashed between Your teeth."
11.28,यथा नदीनां बहवोऽम्बुवेगा:\nसमुद्रमेवाभिमुखा द्रवन्ति ।\nतथा तवामी नरलोकवीरा\nविशन्ति वक्‍त्राण्यभिविज्‍वलन्ति ॥ २८ ॥,yathā nadīnāṁ bahavo ’mbu-vegāḥ\nsamudram evābhimukhā dravanti\ntathā tavāmī nara-loka-vīrā\nviśanti vaktrāṇy abhivijvalanti\n\n,yathā — as; nadīnām — of the rivers; bahavaḥ — the many; ambu-vegāḥ — waves of the waters; samudram — the ocean; eva — certainly; abhimukhāḥ — towards; dravanti — glide; tathā — similarly; tava — Your; amī — all these; nara-loka-vīrāḥ — kings of human society; viśanti — are entering; vaktrāṇi — the mouths; abhivijvalanti — and are blazing.,"As the many waves of the rivers flow into the ocean, so do all these great warriors enter blazing into Your mouths."
11.29,यथा प्रदीप्‍तं ज्‍वलनं पतङ्गा\nविशन्ति नाशाय समृद्धवेगा: ।\nतथैव नाशाय विशन्ति लोका-\nस्तवापि वक्‍त्राणि समृद्धवेगा: ॥ २९ ॥,yathā pradīptaṁ jvalanaṁ pataṅgā\nviśanti nāśāya samṛddha-vegāḥ\ntathaiva nāśāya viśanti lokās\ntavāpi vaktrāṇi samṛddha-vegāḥ\n\n,yathā — as; pradīptam — blazing; jvalanam — a fire; pataṅgāḥ — moths; viśanti — enter; nāśāya — for destruction; samṛddha — with full; vegāḥ — speed; tathā eva — similarly; nāśāya — for destruction; viśanti — are entering; lokāḥ — all people; tava — Your; api — also; vaktrāṇi — mouths; samṛddha-vegāḥ — with full speed.,"I see all people rushing full speed into Your mouths, as moths dash to destruction in a blazing fire."
11.30,लेलिह्यसे ग्रसमान: समन्ता-\nल्ल‍ोकान्समग्रान्वदनैज्‍‍र्वलद्भ‍िः ।\nतेजोभिरापूर्य जगत्समग्रं\nभासस्तवोग्रा: प्रतपन्ति विष्णो ॥ ३० ॥,lelihyase grasamānaḥ samantāl\nlokān samagrān vadanair jvaladbhiḥ\ntejobhir āpūrya jagat samagraṁ\nbhāsas tavogrāḥ pratapanti viṣṇo\n\n,lelihyase — You are licking; grasamānaḥ — devouring; samantāt — from all directions; lokān — people; samagrān — all; vadanaiḥ — by the mouths; jvaladbhiḥ — blazing; tejobhiḥ — by effulgence; āpūrya — covering; jagat — the universe; samagram — all; bhāsaḥ — rays; tava — Your; ugrāḥ — terrible; pratapanti — are scorching; viṣṇo — O all-pervading Lord.,"O Viṣṇu, I see You devouring all people from all sides with Your flaming mouths. Covering all the universe with Your effulgence, You are manifest with terrible, scorching rays."
11.31,आख्याहि मे को भवानुग्ररूपो\nनमोऽस्तु ते देववर प्रसीद ।\nविज्ञातुमिच्छामि भवन्तमाद्यं\nन हि प्रजानामि तव प्रवृत्तिम् ॥ ३१ ॥,ākhyāhi me ko bhavān ugra-rūpo\nnamo ’stu te deva-vara prasīda\nvijñātum icchāmi bhavantam ādyaṁ\nna hi prajānāmi tava pravṛttim\n\n,ākhyāhi — please explain; me — unto me; kaḥ — who; bhavān — You; ugra-rūpaḥ — fierce form; namaḥ astu — obeisances; te — unto You; deva-vara — O great one amongst the demigods; prasīda — be gracious; vijñātum — to know; icchāmi — I wish; bhavantam — You; ādyam — the original; na — not; hi — certainly; prajānāmi — do I know; tava — Your; pravṛttim — mission.,"O Lord of lords, so fierce of form, please tell me who You are. I offer my obeisances unto You; please be gracious to me. You are the primal Lord. I want to know about You, for I do not know what Your mission is."
11.32,श्रीभगवानुवाच\nकालोऽस्मि लोकक्षयकृत्प्रवृद्धो\nलोकान्समाहर्तुमिह प्रवृत्त: ।\n‍ऋतेऽपि त्वां न भविष्यन्ति सर्वे\nयेऽवस्थिता: प्रत्यनीकेषु योधा: ॥ ३२ ॥,śrī-bhagavān uvāca\nkālo ’smi loka-kṣaya-kṛt pravṛddho\nlokān samāhartum iha pravṛttaḥ\nṛte ’pi tvāṁ na bhaviṣyanti sarve\nye ’vasthitāḥ praty-anīkeṣu yodhāḥ\n\nyasya brahma ca kṣatraṁ ca\nubhe bhavata odanaḥ\nmṛtyur yasyopasecanaṁ\nka itthā veda yatra saḥ\n\n,"śrī-bhagavān uvāca — the Personality of Godhead said; kālaḥ — time; asmi — I am; loka — of the worlds; kṣaya-kṛt — the destroyer; pravṛddhaḥ — great; lokān — all people; samāhartum — in destroying; iha — in this world; pravṛttaḥ — engaged; ṛte — without, except for; api — even; tvām — you; na — never; bhaviṣyanti — will be; sarve — all; ye — who; avasthitāḥ — situated; prati-anīkeṣu — on the opposite sides; yodhāḥ — the soldiers.","The Supreme Personality of Godhead said: Time I am, the great destroyer of the worlds, and I have come here to destroy all people. With the exception of you [the Pāṇḍavas], all the soldiers here on both sides will be slain."
11.33,तस्मात्त्वमुत्तिष्ठ यशो लभस्व\nजित्वा शत्रून्भुंक्ष्व राज्यं समृद्धम् ।\nमयैवैते निहता: पूर्वमेव\nनिमित्तमात्रं भव सव्यसाचिन् ॥ ३३ ॥,tasmāt tvam uttiṣṭha yaśo labhasva\njitvā śatrūn bhuṅkṣva rājyaṁ samṛddham\nmayaivaite nihatāḥ pūrvam eva\nnimitta-mātraṁ bhava savya-sācin\n\n,tasmāt — therefore; tvam — you; uttiṣṭha — get up; yaśaḥ — fame; labhasva — gain; jitvā — conquering; śatrūn — enemies; bhuṅkṣva — enjoy; rājyam — kingdom; samṛddham — flourishing; mayā — by Me; eva — certainly; ete — all these; nihatāḥ — killed; pūrvam eva — by previous arrangement; nimitta-mātram — just the cause; bhava — become; savya-sācin — O Savyasācī.,"Therefore get up. Prepare to fight and win glory. Conquer your enemies and enjoy a flourishing kingdom. They are already put to death by My arrangement, and you, O Savyasācī, can be but an instrument in the fight."
11.34,द्रोणं च भीष्मं च जयद्रथं च\nकर्णं तथान्यानपि योधवीरान् ।\nमया हतांस्त्वं जहि मा व्यथिष्ठा\nयुध्यस्व जेतासि रणे सपत्‍नान् ॥ ३४ ॥,droṇaṁ ca bhīṣmaṁ ca jayadrathaṁ ca\nkarṇaṁ tathānyān api yodha-vīrān\nmayā hatāṁs tvaṁ jahi mā vyathiṣṭhā\nyudhyasva jetāsi raṇe sapatnān\n\n,droṇam ca — also Droṇa; bhīṣmam ca — also Bhīṣma; jayadratham ca — also Jayadratha; karṇam — Karṇa; tathā — also; anyān — others; api — certainly; yodha-vīrān — great warriors; mayā — by Me; hatān — already killed; tvam — you; jahi — destroy; mā — do not; vyathiṣṭhāḥ — be disturbed; yudhyasva — just fight; jetā asi — you will conquer; raṇe — in the fight; sapatnān — enemies.,"Droṇa, Bhīṣma, Jayadratha, Karṇa and the other great warriors have already been destroyed by Me. Therefore, kill them and do not be disturbed. Simply fight, and you will vanquish your enemies in battle."
11.35,सञ्जय उवाच\nएतच्छ्रुत्वा वचनं केशवस्य\nकृताञ्जलिर्वेपमान: किरीटी ।\nनमस्कृत्वा भूय एवाह कृष्णं\nसगद्ग‍दं भीतभीत: प्रणम्य ॥ ३५ ॥,sañjaya uvāca\netac chrutvā vacanaṁ keśavasya\nkṛtāñjalir vepamānaḥ kirīṭī\nnamaskṛtvā bhūya evāha kṛṣṇaṁ\nsa-gadgadaṁ bhīta-bhītaḥ praṇamya\n\n,sañjayaḥ uvāca — Sañjaya said; etat — thus; śrutvā — hearing; vacanam — the speech; keśavasya — of Kṛṣṇa; kṛta-añjaliḥ — with folded hands; vepamānaḥ — trembling; kirīṭī — Arjuna; namaskṛtvā — offering obeisances; bhūyaḥ — again; eva — also; āha — said; kṛṣṇam — unto Kṛṣṇa; sa-gadgadam — with a faltering voice; bhīta-bhītaḥ — fearful; praṇamya — offering obeisances.,"Sañjaya said to Dhṛtarāṣṭra: O King, after hearing these words from the Supreme Personality of Godhead, the trembling Arjuna offered obeisances with folded hands again and again. He fearfully spoke to Lord Kṛṣṇa in a faltering voice, as follows."
11.36,अर्जुन उवाच\nस्थाने हृषीकेश तव प्रकीर्त्या\nजगत्प्रहृष्यत्यनुरज्यते च ।\nरक्षांसि भीतानि दिशो द्रवन्ति\nसर्वे नमस्यन्ति च सिद्धसङ्घा: ॥ ३६ ॥,arjuna uvāca\nsthāne hṛṣīkeśa tava prakīrtyā\njagat prahṛṣyaty anurajyate ca\nrakṣāṁsi bhītāni diśo dravanti\nsarve namasyanti ca siddha-saṅghāḥ\n\n,arjunaḥ uvāca — Arjuna said; sthāne — rightly; hṛṣīka-īśa — O master of all senses; tava — Your; prakīrtyā — by the glories; jagat — the entire world; prahṛṣyati — is rejoicing; anurajyate — is becoming attached; ca — and; rakṣāṁsi — the demons; bhītāni — out of fear; diśaḥ — in all directions; dravanti — are fleeing; sarve — all; namasyanti — are offering respects; ca — also; siddha-saṅghāḥ — the perfect human beings.,"Arjuna said: O master of the senses, the world becomes joyful upon hearing Your name, and thus everyone becomes attached to You. Although the perfected beings offer You their respectful homage, the demons are afraid, and they flee here and there. All this is rightly done."
11.37,कस्माच्च‍ ते न नमेरन्महात्मन्\nगरीयसे ब्रह्मणोऽप्यादिकर्त्रे ।\nअनन्त देवेश जगन्निवास\nत्वमक्षरं सदसत्तत्परं यत् ॥ ३७ ॥,kasmāc ca te na nameran mahātman\ngarīyase brahmaṇo ’py ādi-kartre\nananta deveśa jagan-nivāsa\ntvam akṣaraṁ sad-asat tat paraṁ yat\n\n,kasmāt — why; ca — also; te — unto You; na — not; nameran — they should offer proper obeisances; mahā-ātman — O great one; garīyase — who are better; brahmaṇaḥ — than Brahmā; api — although; ādi-kartre — to the supreme creator; ananta — O unlimited; deva-īśa — O God of the gods; jagat-nivāsa — O refuge of the universe; tvam — You are; akṣaram — imperishable; sat-asat — to cause and effect; tat param — transcendental; yat — because.,"O great one, greater even than Brahmā, You are the original creator. Why then should they not offer their respectful obeisances unto You? O limitless one, God of gods, refuge of the universe! You are the invincible source, the cause of all causes, transcendental to this material manifestation."
11.38,त्वमादिदेव: पुरुष: पुराण-\nस्त्वमस्य विश्वस्य परं निधानम् ।\nवेत्तासि वेद्यं च परं च धाम\nत्वया ततं विश्वमनन्तरूप ॥ ३८ ॥,tvam ādi-devaḥ puruṣaḥ purāṇas\ntvam asya viśvasya paraṁ nidhānam\nvettāsi vedyaṁ ca paraṁ ca dhāma\ntvayā tataṁ viśvam ananta-rūpa\n\n,tvam — You; ādi-devaḥ — the original Supreme God; puruṣaḥ — personality; purāṇaḥ — old; tvam — You; asya — of this; viśvasya — universe; param — transcendental; nidhānam — refuge; vettā — the knower; asi — You are; vedyam — the knowable; ca — and; param — transcendental; ca — and; dhāma — refuge; tvayā — by You; tatam — pervaded; viśvam — the universe; ananta-rūpa — O unlimited form.,"You are the original Personality of Godhead, the oldest, the ultimate sanctuary of this manifested cosmic world. You are the knower of everything, and You are all that is knowable. You are the supreme refuge, above the material modes. O limitless form! This whole cosmic manifestation is pervaded by You!"
11.39,वायुर्यमोऽग्न‍िर्वरुण: शशाङ्क:\nप्रजापतिस्त्वं प्रपितामहश्च ।\nनमो नमस्तेऽस्तु सहस्रकृत्व:\nपुनश्च भूयोऽपि नमो नमस्ते ॥ ३९ ॥,vāyur yamo ’gnir varuṇaḥ śaśāṅkaḥ\nprajāpatis tvaṁ prapitāmahaś ca\nnamo namas te ’stu sahasra-kṛtvaḥ\npunaś ca bhūyo ’pi namo namas te\n\n,vāyuḥ — air; yamaḥ — the controller; agniḥ — fire; varuṇaḥ — water; śaśa-aṅkaḥ — the moon; prajāpatiḥ — Brahmā; tvam — You; prapitāmahaḥ — the great-grandfather; ca — also; namaḥ — my respects; namaḥ — again my respects; te — unto You; astu — let there be; sahasra-kṛtvaḥ — a thousand times; punaḥ ca — and again; bhūyaḥ — again; api — also; namaḥ — offering my respects; namaḥ te — offering my respects unto You.,"You are air, and You are the supreme controller! You are fire, You are water, and You are the moon! You are Brahmā, the first living creature, and You are the great-grandfather. I therefore offer my respectful obeisances unto You a thousand times, and again and yet again!"
11.40,नम: पुरस्तादथ पृष्ठतस्ते\nनमोऽस्तु ते सर्वत एव सर्व ।\nअनन्तवीर्यामितविक्रमस्त्वं\nसर्वं समाप्‍नोषि ततोऽसि सर्व: ॥ ४० ॥,namaḥ purastād atha pṛṣṭhatas te\nnamo ’stu te sarvata eva sarva\nananta-vīryāmita-vikramas tvaṁ\nsarvaṁ samāpnoṣi tato ’si sarvaḥ\n\nyo ’yaṁ tavāgato deva\nsamīpaṁ devatā-gaṇaḥ\nsa tvam eva jagat-sraṣṭā\nyataḥ sarva-gato bhavān\n\n,namaḥ — offering obeisances; purastāt — from the front; atha — also; pṛṣṭhataḥ — from behind; te — unto You; namaḥ astu — I offer my respects; te — unto You; sarvataḥ — from all sides; eva — indeed; sarva — because You are everything; ananta-vīrya — unlimited potency; amita-vikramaḥ — and unlimited force; tvam — You; sarvam — everything; samāpnoṣi — You cover; tataḥ — therefore; asi — You are; sarvaḥ — everything.,"Obeisances to You from the front, from behind and from all sides! O unbounded power, You are the master of limitless might! You are all-pervading, and thus You are everything!"
11.41-42,सखेति मत्वा प्रसभं यदुक्तं\nहे कृष्ण हे यादव हे सखेति ।\nअजानता महिमानं तवेदं\nमया प्रमादात्प्रणयेन वापि ॥ ४१ ॥\nयच्च‍ावहासार्थमसत्कृतोऽसि\nविहारशय्यासनभोजनेषु ।\nएकोऽथवाप्यच्युत तत्समक्षं\nतत्क्षामये त्वामहमप्रमेयम् ॥ ४२ ॥,sakheti matvā prasabhaṁ yad uktaṁ\nhe kṛṣṇa he yādava he sakheti\najānatā mahimānaṁ tavedaṁ\nmayā pramādāt praṇayena vāpi\n\nyac cāvahāsārtham asat-kṛto ’si\nvihāra-śayyāsana-bhojaneṣu\neko ’tha vāpy acyuta tat-samakṣaṁ\ntat kṣāmaye tvām aham aprameyam\n\n,sakhā — friend; iti — thus; matvā — thinking; prasabham — presumptuously; yat — whatever; uktam — said; he kṛṣṇa — O Kṛṣṇa; he yādava — O Yādava; he sakhe — O my dear friend; iti — thus; ajānatā — without knowing; mahimānam — glories; tava — Your; idam — this; mayā — by me; pramādāt — out of foolishness; praṇayena — out of love; vā api — either; yat — whatever; ca — also; avahāsa-artham — for joking; asat-kṛtaḥ — dishonored; asi — You have been; vihāra — in relaxation; śayyā — in lying down; āsana — in sitting; bhojaneṣu — or while eating together; ekaḥ — alone; atha vā — or; api — also; acyuta — O infallible one; tat-samakṣam — among companions; tat — all those; kṣāmaye — ask forgiveness; tvām — from You; aham — I; aprameyam — immeasurable.,"Thinking of You as my friend, I have rashly addressed You “O Kṛṣṇa,” “O Yādava,” “O my friend,” not knowing Your glories. Please forgive whatever I may have done in madness or in love. I have dishonored You many times, jesting as we relaxed, lay on the same bed, or sat or ate together, sometimes alone and sometimes in front of many friends. O infallible one, please excuse me for all those offenses."
11.43,पितासि लोकस्य चराचरस्य\nत्वमस्य पूज्यश्च गुरुर्गरीयान् ।\nन त्वत्समोऽस्त्यभ्यधिक: कुतोऽन्यो\nलोकत्रयेऽप्यप्रतिमप्रभाव ॥ ४३ ॥,pitāsi lokasya carācarasya\ntvam asya pūjyaś ca gurur garīyān\nna tvat-samo ’sty abhyadhikaḥ kuto ’nyo\nloka-traye ’py apratima-prabhāva\n\nna tasya kāryaṁ karaṇaṁ ca vidyate\nna tat-samaś cābhyadhikaś ca dṛśyate\n\njanma karma ca me divyam\nevaṁ yo vetti tattvataḥ\ntyaktvā dehaṁ punar janma\nnaiti mām eti so ’rjuna\n\n,pitā — the father; asi — You are; lokasya — of all the world; cara — moving; acarasya — and nonmoving; tvam — You are; asya — of this; pūjyaḥ — worshipable; ca — also; guruḥ — master; garīyān — glorious; na — never; tvat-samaḥ — equal to You; asti — there is; abhyadhikaḥ — greater; kutaḥ — how is it possible; anyaḥ — other; loka-traye — in the three planetary systems; api — also; apratima-prabhāva — O immeasurable power.,"You are the father of this complete cosmic manifestation, of the moving and the nonmoving. You are its worshipable chief, the supreme spiritual master. No one is greater than You, nor can anyone be one with You. How then could there be anyone greater than You within the three worlds, O Lord of immeasurable power?"
